,horodatage_local,poste,heure,jour,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh,energie_lag1,energie_lag24,degre_jour_chauffage,degre_jour_clim,indice_temp_cons,indice_temp_client,facteur_eolien
306,2024-02-20 16:00:00+00:00,B,11,20,2,3,-8.699999809,64,0.839999974,0.0,493.0,0.258819045,-0.965925826,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,257,0,164.1589524,161.8299906,131.93882657686646,26.699999808999998,0.0,2851.5599592023996,108359.27844969118,2395.310291589457
307,2024-02-20 21:00:00+00:00,B,16,20,2,3,-6.300000191,67,1.940000057,0.0,184.0,-0.866025404,-0.5,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,257,0,143.4136856,164.1589524,138.57458192742544,24.300000191,0.0,2361.9600371304,89754.4814109552,4582.202606664698
308,2024-02-21 03:00:00+00:00,B,22,20,2,3,-10.80000019,87,1.669999957,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,257,0,168.0642953,143.4136856,140.05931693329302,28.80000019,0.0,3317.7600437759997,126074.88166348799,5540.659130442237
309,2024-02-21 05:00:00+00:00,B,0,21,2,4,-11.39999962,78,1.659999967,0.0,0.0,0.0,1.0,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,125.6470428,168.0642953,142.04483738881163,29.39999962,0.0,3457.4399106240003,131382.716603712,5739.350137540324
310,2024-02-21 06:00:00+00:00,B,1,21,2,4,-11.39999962,83,1.480000019,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,127.2451557,125.6470428,142.69222021064775,29.39999962,0.0,3457.4399106240003,131382.716603712,5117.011133414879
311,2024-02-21 09:00:00+00:00,B,4,21,2,4,-13.39999962,80,2.670000076,0.0,0.0,0.866025404,0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,136.209339,127.2451557,133.92982265471923,31.39999962,0.0,3943.8399045440005,149865.916372672,10530.052844864314
312,2024-02-21 10:00:00+00:00,B,5,21,2,4,-13.0,82,2.210000038,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,145.592121,136.209339,131.2094962828102,31.0,0.0,3844.0,146072.0,8495.240146072
313,2024-02-21 14:00:00+00:00,B,9,21,2,4,-10.80000019,79,2.160000086,0.0,303.0,0.707106781,-0.707106781,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,146.5213517,145.592121,141.42884781985833,28.80000019,0.0,3317.7600437759997,126074.88166348799,7166.361979883523
314,2024-02-21 19:00:00+00:00,B,14,21,2,4,2.400000095,65,1.169999957,0.0,344.0,-0.5,-0.866025404,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,109.2167924,146.5213517,145.66462476798546,15.599999905,0.0,973.4399881440002,36990.71954947201,1138.9247442705607
315,2024-02-21 20:00:00+00:00,B,15,21,2,4,2.0,59,2.25,0.0,321.0,-0.707106781,-0.707106781,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,92.07816266,109.2167924,145.41088918215158,16.0,0.0,1024.0,38912.0,2304.0
316,2024-02-22 01:00:00+00:00,B,20,21,2,4,0.0,72,5.75,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,143.5569303,92.07816266,145.03128108519985,18.0,0.0,1296.0,49248.0,7452.0
317,2024-02-22 02:00:00+00:00,B,21,21,2,4,0.400000006,69,4.920000076,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,141.4548091,143.5569303,141.97334624138233,17.599999994,0.0,1239.0399991552001,47083.519967897606,6096.076890010624
318,2024-02-22 03:00:00+00:00,B,22,21,2,4,-0.200000003,77,3.170000076,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,257,0,127.5062671,141.4548091,138.93366893627189,18.200000003,0.0,1324.9600004367999,50348.4800165984,4200.123302081615
319,2024-02-22 06:00:00+00:00,B,1,22,2,5,0.600000024,76,5.159999847,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,86.2147671,127.5062671,135.83183638869102,17.399999976,0.0,1211.0399966592,46019.5198730496,6248.966197472352
320,2024-02-22 17:00:00+00:00,B,12,22,2,5,1.0,90,6.71999979,0.0,192.0,1.22e-16,-1.0,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,102.129996,86.2147671,131.65047253309686,17.0,0.0,1156.0,43928.0,7768.31975724
321,2024-02-22 18:00:00+00:00,B,13,22,2,5,2.400000095,78,3.5,0.0,367.0,-0.258819045,-0.965925826,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,99.70799674,102.129996,127.82764279754211,15.599999905,0.0,973.4399881440002,36990.71954947201,3407.0399585040004
322,2024-02-22 19:00:00+00:00,B,14,22,2,5,3.299999952,81,1.470000029,0.0,448.0,-0.5,-0.866025404,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,108.5788136,99.70799674,124.04434820473142,14.700000048,0.0,864.3600056448,32845.6802145024,1270.6092333642962
323,2024-02-22 21:00:00+00:00,B,16,22,2,5,3.5,76,3.75999999,0.0,195.0,-0.866025404,-0.5,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,126.877783,108.5788136,122.28821603782723,14.5,0.0,841.0,31958.0,3162.1599915899997
324,2024-02-22 23:00:00+00:00,B,18,22,2,5,2.5,82,1.75,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,127.5157328,126.877783,122.5799385945817,15.5,0.0,961.0,36518.0,1681.75
325,2024-02-23 02:00:00+00:00,B,21,22,2,5,2.200000048,87,1.820000052,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,119.0168961,127.5157328,124.6457986696467,15.799999952,0.0,998.5599939328,37945.2797694464,1817.3792408828156
326,2024-02-23 05:00:00+00:00,B,0,23,2,6,1.700000048,92,3.130000114,0.0,0.0,0.0,1.0,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,77.72219768,119.0168961,123.69756090908024,16.299999952,0.0,1062.7599937408002,40384.879762150405,3326.4389015633437
327,2024-02-23 07:00:00+00:00,B,2,23,2,6,1.600000024,97,1.950000048,0.0,0.0,0.5,0.866025404,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,67.76448008,77.72219768,114.19250051850108,16.399999976,0.0,1075.8399968512,40881.9198803456,2097.88804550016
328,2024-02-23 08:00:00+00:00,B,3,23,2,6,1.700000048,97,2.730000019,0.0,0.0,0.707106781,0.707106781,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,75.33313181,67.76448008,110.0797792305235,16.299999952,0.0,1062.7599937408002,40384.879762150405,2901.3348031048245
329,2024-02-23 10:00:00+00:00,B,5,23,2,6,1.600000024,98,3.089999914,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,77.96457067,75.33313181,108.14785310286085,16.399999976,0.0,1075.8399968512,40881.9198803456,3324.3454977479682
330,2024-02-23 17:00:00+00:00,B,12,23,2,6,4.5,88,4.260000229,0.0,297.0,1.22e-16,-1.0,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,86.84849813,77.96457067,108.58292776908416,13.5,0.0,729.0,27702.0,3105.5401669410003
331,2024-02-23 20:00:00+00:00,B,15,23,2,6,5.300000191,86,4.079999924,0.0,119.0,-0.707106781,-0.707106781,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,257,0,90.23156612,86.84849813,110.5963288664195,12.699999809000001,0.0,645.1599805944003,24516.07926258721,2632.2526717929945
332,2024-02-23 22:00:00+00:00,B,17,23,2,6,4.0,87,4.159999847,0.0,41.0,-0.965925826,-0.258819045,0.866025404,0.5,-0.781831482,0.623489802,0,0,37,252,0,116.4035995,90.23156612,110.77886540163732,14.0,0.0,784.0,29008.0,3261.439880048
333,2024-02-23 23:00:00+00:00,B,18,23,2,6,3.099999905,94,2.25999999,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,-0.781831482,0.623489802,0,0,37,252,0,112.8093555,116.4035995,109.89295277431734,14.900000095,0.0,888.0400113239999,32857.480418987994,2006.9704167118396
334,2024-02-24 05:00:00+00:00,B,0,24,2,7,-9.5,70,5.699999809,0.0,0.0,0.0,1.0,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,106.3352584,112.8093555,92.8022622827398,27.5,0.0,3025.0,114950.0,17242.499422225002
335,2024-02-24 09:00:00+00:00,B,4,24,2,7,-14.10000038,73,4.889999866,0.0,0.0,0.866025404,0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,189.5043448,106.3352584,86.62387824027165,32.10000038,0.0,4121.640097584,156622.32370819198,20154.819524885985
336,2024-02-24 12:00:00+00:00,B,7,24,2,7,-16.29999924,70,4.139999866,0.0,32.0,0.965925826,-0.258819045,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,1,55.91984959,189.5043448,86.57668465510308,34.29999924,0.0,4705.959791456002,178826.47207532806,19482.672906029235
337,2024-02-24 17:00:00+00:00,B,12,24,2,7,-11.80000019,59,2.839999914,0.0,554.0,1.22e-16,-1.0,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,188.6742925,55.91984959,85.92227793187828,29.80000019,0.0,3552.1600452959997,134982.081721248,10088.134223154875
338,2024-02-24 18:00:00+00:00,B,13,24,2,7,-10.19999981,49,2.049999952,0.0,549.0,-0.258819045,-0.965925826,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,155.5771077,188.6742925,88.00214849866984,28.19999981,0.0,3180.9599571360004,120876.47837116802,6520.967759442722
339,2024-02-24 19:00:00+00:00,B,14,24,2,7,-8.5,46,2.440000057,0.0,455.0,-0.5,-0.866025404,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,154.1832341,155.5771077,92.74166023871065,26.5,0.0,2809.0,106742.0,6853.960160113001
340,2024-02-24 20:00:00+00:00,B,15,24,2,7,-8.300000191,44,2.559999943,0.0,353.0,-0.707106781,-0.707106781,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,181.0028457,154.1832341,99.10062428490856,26.300000191000002,0.0,2766.7600401864006,105136.88152708323,7082.905545171862
341,2024-02-25 01:00:00+00:00,B,20,24,2,7,-9.800000191,59,2.819999933,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,1,96.93958644,181.0028457,111.15338408830004,27.800000191000002,0.0,3091.360042478401,117471.68161417924,8717.635112667967
342,2024-02-25 04:00:00+00:00,B,23,24,2,7,-11.39999962,64,0.899999976,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-2.45e-16,1.0,1,0,38,257,0,173.7314743,96.93958644,117.84562634579157,29.39999962,0.0,3457.4399106240003,131382.716603712,3111.6958365830424
343,2024-02-25 06:00:00+00:00,B,1,25,2,1,-12.19999981,77,0.920000017,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,0.781831482,0.623489802,1,0,38,257,0,165.7153153,173.7314743,127.25835461398918,30.19999981,0.0,3648.1599540960005,138630.07825564803,3356.3072197870397
344,2024-02-25 20:00:00+00:00,B,15,25,2,1,0.200000003,70,2.230000019,0.0,362.0,-0.707106781,-0.707106781,0.866025404,0.5,0.781831482,0.623489802,1,0,37,253,0,122.1398521,165.7153153,145.6798024292475,17.799999997,0.0,1267.3599995728,46892.3199841936,2826.2128231271845
345,2024-02-26 00:00:00+00:00,B,19,25,2,1,-0.600000024,70,2.75,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,0.781831482,0.623489802,1,0,37,253,0,154.6492825,122.1398521,151.8232427124214,18.600000024,0.0,1383.8400035712,51202.0801321344,3805.5600098208
346,2024-02-26 01:00:00+00:00,B,20,25,2,1,-0.899999976,73,2.720000029,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,0.781831482,0.623489802,1,0,37,253,0,138.1236083,154.6492825,152.11836300776378,18.899999976,0.0,1428.8399963712,52867.0798657344,3886.444831566024
347,2024-02-26 06:00:00+00:00,B,1,26,2,2,-0.300000012,93,2.849999905,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,93.58557648,138.1236083,149.02363907601944,18.300000012,0.0,1339.5600017568001,49563.7200650016,3817.74587774868
348,2024-02-26 12:00:00+00:00,B,7,26,2,2,0.100000001,98,4.559999943,0.0,37.0,0.965925826,-0.258819045,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,129.3768786,93.58557648,146.65666972717077,17.899999999,0.0,1281.6399998567997,47420.67999470159,5844.278326293527
349,2024-02-26 14:00:00+00:00,B,9,26,2,2,1.399999976,92,4.239999771,0.0,167.0,0.707106781,-0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,90.93959314,129.3768786,149.24776108527428,16.600000024,0.0,1102.2400031872,40782.880117926405,4673.497361100767
350,2024-02-26 16:00:00+00:00,B,11,26,2,2,2.5,96,6.820000172,0.0,544.0,0.258819045,-0.965925826,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,77.49781645,90.93959314,147.54437604072484,15.5,0.0,961.0,35557.0,6554.0201652920005
351,2024-02-26 19:00:00+00:00,B,14,26,2,2,4.900000095,64,6.360000134,0.0,489.0,-0.5,-0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,71.96598749,77.49781645,137.83582952977662,13.099999905,0.0,686.4399900440001,25398.279631628004,4365.758428662799
352,2024-02-26 20:00:00+00:00,B,15,26,2,2,5.099999905,60,3.880000114,0.0,367.0,-0.707106781,-0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,137.8834395,71.96598749,131.59716209151597,12.900000095,0.0,665.640009804,24628.680362748,2582.683313922481
353,2024-02-27 02:00:00+00:00,B,21,26,2,2,-1.5,76,1.340000033,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,37,253,0,131.216468,137.8834395,117.09658572979279,19.5,0.0,1521.0,56277.0,2038.140050193
354,2024-02-27 06:00:00+00:00,B,1,27,2,3,0.100000001,77,1.210000038,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,0,71.59488311,131.216468,112.46926591484659,17.899999999,0.0,1281.6399998567997,47420.67999470159,1550.7844485290477
355,2024-02-27 08:00:00+00:00,B,3,27,2,3,-0.899999976,84,1.600000024,0.0,0.0,0.707106781,0.707106781,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,0,77.1674662,71.59488311,102.74216648160973,18.899999976,0.0,1428.8399963712,52867.0798657344,2286.14402848608
356,2024-02-27 11:00:00+00:00,B,6,27,2,3,-0.200000003,76,1.350000024,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,1,51.09244977,77.1674662,99.95765317927845,18.200000003,0.0,1324.9600004367999,49023.520016161594,1788.69603238872
357,2024-02-27 15:00:00+00:00,B,10,27,2,3,7.0,69,2.140000105,0.0,470.0,0.5,-0.866025404,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,0,116.0563874,51.09244977,96.91332708686326,11.0,0.0,484.0,17908.0,1035.76005082
358,2024-02-28 01:00:00+00:00,B,20,27,2,3,8.899999619,71,3.690000057,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,1,91.13539325,116.0563874,99.95293967317001,9.100000381,0.0,331.2400277368005,12255.881026261619,1222.2757212294755
359,2024-02-28 04:00:00+00:00,B,23,27,2,3,8.100000381,82,3.839999914,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,0.433883739,-0.900968868,0,0,37,253,0,64.41015335,91.13539325,102.101541545206,9.899999619,0.0,392.03996982480066,14505.478883517624,1505.4334504117971
360,2024-02-28 05:00:00+00:00,B,0,28,2,4,7.900000095,78,3.470000029,0.0,0.0,0.0,1.0,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,55.97580183,64.41015335,100.72737654131285,10.099999905,0.0,408.0399923240001,15097.479715988004,1415.89878519744
361,2024-02-28 10:00:00+00:00,B,5,28,2,4,8.100000381,93,2.900000095,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,43.43498587,55.97580183,90.15458444154766,9.899999619,0.0,392.03996982480066,14505.478883517624,1136.915949735719
362,2024-02-28 12:00:00+00:00,B,7,28,2,4,8.399999619,95,4.849999905,0.0,51.0,0.965925826,-0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,81.5135356,43.43498587,87.03099573441871,9.600000381,0.0,368.64002926080053,13639.68108264962,1787.9041068940796
363,2024-02-28 19:00:00+00:00,B,14,28,2,4,12.30000019,91,5.320000172,0.0,225.0,-0.5,-0.866025404,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,50.11105067,81.5135356,82.43789480654827,5.69999981,0.0,129.95999133600012,4808.5196794320045,691.3871762606392
364,2024-02-28 23:00:00+00:00,B,18,28,2,4,12.19999981,90,7.440000057,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,78.67698058,50.11105067,78.98266565669583,5.80000019,0.0,134.56000881600016,4978.720326192006,1001.1264732609617
365,2024-02-29 00:00:00+00:00,B,19,28,2,4,10.10000038,89,13.84000015,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,37,253,0,78.86559019,78.67698058,75.3158830889236,7.899999619999999,0.0,249.63997598400053,9236.679111408019,3455.0173050645635
366,2024-02-29 04:00:00+00:00,B,23,28,2,4,-3.099999905,73,11.51000023,5.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-0.433883739,-0.900968868,0,0,32,219,0,72.85631521,78.86559019,68.47157051790666,21.099999905,0.0,1780.839983964,56986.879486848,20497.468625018835
367,2024-02-29 09:00:00+00:00,B,4,29,2,5,-12.80000019,67,8.409999847,0.0,0.0,0.866025404,0.5,0.866025404,0.5,-0.974927912,-0.222520934,0,0,37,253,0,149.0157507,72.85631521,63.552457846255656,30.80000019,0.0,3794.5600468159996,140398.72173219197,31912.24941315487
368,2024-02-29 10:00:00+00:00,B,5,29,2,5,-12.60000038,65,4.96999979,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,-0.974927912,-0.222520934,0,0,37,253,0,144.0337565,149.0157507,66.63815855193431,30.60000038,0.0,3745.440093024001,138581.28344188802,18614.836475786866
369,2024-02-29 11:00:00+00:00,B,6,29,2,5,-12.10000038,66,4.130000114,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,-0.974927912,-0.222520934,0,0,37,253,1,69.41471092,144.0337565,69.58254470233528,30.10000038,0.0,3624.040091504001,134089.48338564803,14967.285991052097
370,2024-02-29 18:00:00+00:00,B,13,29,2,5,-9.699999809,54,9.489999771,0.0,455.0,-0.258819045,-0.965925826,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,135.9895301,69.41471092,73.70150140237223,27.699999808999998,0.0,3069.1599576743997,116628.07839162719,29126.327295492425
371,2024-02-29 22:00:00+00:00,B,17,29,2,5,-9.399999619,44,6.920000076,0.0,59.0,-0.965925826,-0.258819045,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,168.6050063,135.9895301,77.871980128315,27.399999619,0.0,3003.0399164848004,114115.51682642242,20781.03645030585
372,2024-03-01 00:00:00+00:00,B,19,29,2,5,-10.89999962,47,4.820000172,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,178.8295108,168.6050063,82.1816893794122,28.89999962,0.0,3340.839912144,126951.916661472,16102.848951158547
373,2024-03-01 02:00:00+00:00,B,21,29,2,5,-11.60000038,60,4.820000172,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,169.5606058,178.8295108,91.23660890240781,29.60000038,0.0,3504.640089984001,133176.32341939205,16892.36583652098
374,2024-03-01 04:00:00+00:00,B,23,29,2,5,-12.39999962,61,5.099999905,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-0.974927912,-0.222520934,0,0,38,257,0,132.3423409,169.5606058,96.5616983004188,30.39999962,0.0,3696.6399075840004,140472.316488192,18852.86317749761
375,2024-03-01 07:00:00+00:00,B,2,1,3,6,-12.30000019,63,2.670000076,0.0,0.0,0.5,0.866025404,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,144.3082731,132.3423409,116.42220260234338,30.30000019,0.0,3672.3600460559996,139549.681750128,9805.201602068882
376,2024-03-01 13:00:00+00:00,B,8,1,3,6,-10.69999981,68,2.859999895,0.0,193.0,0.866025404,-0.5,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,1,61.26983443,144.3082731,120.34222123390407,28.69999981,0.0,3294.7599563760004,125200.87834228802,9423.013129285566
377,2024-03-01 17:00:00+00:00,B,12,1,3,6,-4.400000095,55,3.599999905,0.0,572.0,1.22e-16,-1.0,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,141.5276844,61.26983443,126.21175660907306,22.400000095,0.0,2007.040017024,76267.520646912,7225.3438706175975
378,2024-03-01 19:00:00+00:00,B,14,1,3,6,-3.0,66,4.0,0.0,490.0,-0.5,-0.866025404,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,144.8365387,141.5276844,132.59987466527826,21.0,0.0,1764.0,67032.0,7056.0
379,2024-03-01 23:00:00+00:00,B,18,1,3,6,-1.5,78,0.400000006,0.0,0.0,-1.0,-1.84e-16,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,149.36273,144.8365387,144.75673524095822,19.5,0.0,1521.0,57798.0,608.400009126
380,2024-03-02 03:00:00+00:00,B,22,1,3,6,-2.599999905,82,0.800000012,0.0,0.0,-0.5,0.866025404,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,120.3091326,149.36273,149.51437767046048,20.599999905,0.0,1697.439984344,64502.719405072006,1357.95200784448
381,2024-03-02 04:00:00+00:00,B,23,1,3,6,-4.099999905,89,0.800000012,0.0,0.0,-0.258819045,0.965925826,1.0,6.12e-17,-0.781831482,0.623489802,0,0,38,257,0,113.6903423,120.3091326,147.9672620896744,22.099999905,0.0,1953.6399832040001,74238.319361752,1562.9120100068799
382,2024-03-02 09:00:00+00:00,B,4,2,3,7,-3.299999952,82,1.600000024,0.0,0.0,0.866025404,0.5,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,106.0178619,113.6903423,139.67776707321923,21.299999952,0.0,1814.7599918208,68960.8796891904,2903.61603046752
383,2024-03-02 10:00:00+00:00,B,5,2,3,7,-4.400000095,84,1.600000024,0.0,0.0,0.965925826,0.258819045,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,108.7557937,106.0178619,132.62028180764318,22.400000095,0.0,2007.040017024,76267.520646912,3211.2640754073605
384,2024-03-02 11:00:00+00:00,B,6,2,3,7,-5.199999809,84,0.800000012,0.0,0.0,1.0,6.12e-17,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,118.2784669,108.7557937,122.52299734462294,23.199999809,0.0,2152.9599645504004,81812.47865291522,1722.36799747584
385,2024-03-02 12:00:00+00:00,B,7,2,3,7,-4.400000095,82,0.800000012,0.0,37.0,0.965925826,-0.258819045,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,144.7533032,118.2784669,128.86319203840864,22.400000095,0.0,2007.040017024,76267.520646912,1605.6320377036802
386,2024-03-02 15:00:00+00:00,B,10,2,3,7,-0.400000006,87,1.600000024,0.0,461.0,0.5,-0.866025404,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,116.9273713,144.7533032,130.26873607664862,18.400000006,0.0,1354.2400008831999,51461.120033561594,2166.7840339148797
387,2024-03-02 18:00:00+00:00,B,13,2,3,7,3.299999952,83,2.400000095,0.0,129.0,-0.258819045,-0.965925826,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,132.9816053,116.9273713,131.53491996817965,14.700000048,0.0,864.3600056448,32845.6802145024,2074.464095661721
388,2024-03-02 19:00:00+00:00,B,14,2,3,7,2.200000048,95,2.0,0.0,238.0,-0.5,-0.866025404,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,124.4983716,132.9816053,130.7139286902496,15.799999952,0.0,998.5599939328,37945.2797694464,1997.1199878656
389,2024-03-02 20:00:00+00:00,B,15,2,3,7,3.0,97,1.600000024,0.0,181.0,-0.707106781,-0.707106781,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,118.6259481,124.4983716,127.88395181246342,15.0,0.0,900.0,34200.0,1440.0000216
390,2024-03-02 21:00:00+00:00,B,16,2,3,7,2.599999905,97,0.800000012,0.0,141.0,-0.866025404,-0.5,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,120.4313235,118.6259481,125.05339195674176,15.400000095,0.0,948.6400117039999,36048.320444752,758.9120207468801
391,2024-03-02 22:00:00+00:00,B,17,2,3,7,2.599999905,97,0.400000006,0.0,83.0,-0.965925826,-0.258819045,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,135.1298393,120.4313235,122.84885912754639,15.400000095,0.0,948.6400117039999,36048.320444752,379.45601037344005
392,2024-03-02 23:00:00+00:00,B,18,2,3,7,2.599999905,95,0.0,0.0,0.0,-1.0,-1.84e-16,1.0,6.12e-17,-2.45e-16,1.0,1,0,38,257,0,120.8803355,135.1298393,119.31752747285564,15.400000095,0.0,948.6400117039999,36048.320444752,0.0
393,2024-03-03 10:00:00+00:00,B,5,3,3,1,1.5,100,2.0,0.0,0.0,0.965925826,0.258819045,1.0,6.12e-17,0.781831482,0.623489802,1,0,38,257,0,79.80363866,120.8803355,121.47528242059595,16.5,0.0,1089.0,41382.0,2178.0
394,2024-03-03 14:00:00+00:00,B,9,3,3,1,2.599999905,100,2.0,0.0,144.0,0.707106781,-0.707106781,1.0,6.12e-17,0.781831482,0.623489802,1,0,38,257,0,109.5609417,79.80363866,125.47352072211224,15.400000095,0.0,948.6400117039999,36048.320444752,1897.2800234079998
395,2024-03-03 19:00:00+00:00,B,14,3,3,1,7.0,86,1.600000024,0.0,496.0,-0.5,-0.866025404,1.0,6.12e-17,0.781831482,0.623489802,1,0,38,257,0,100.5542435,109.5609417,124.19882327008227,11.0,0.0,484.0,18392.0,774.400011616
396,2024-03-03 21:00:00+00:00,B,16,3,3,1,8.5,74,0.400000006,0.0,240.0,-0.866025404,-0.5,1.0,6.12e-17,0.781831482,0.623489802,1,0,38,257,0,92.33009217,100.5542435,124.76092486250323,9.5,0.0,361.0,13718.0,144.400002166
397,2024-03-03 22:00:00+00:00,B,17,3,3,1,8.100000381,75,0.400000006,0.0,77.0,-0.965925826,-0.258819045,1.0,6.12e-17,0.781831482,0.623489802,1,0,38,257,0,108.9798229,92.33009217,123.94090701603689,9.899999619,0.0,392.03996982480066,14897.518853342426,156.8159902821601
