horodatage_local,poste,jour,heure,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh
2022-04-02 11:00:00+00:00,A,2,7,4,7,-2.5,58,3.099999905,0.0,39.54999924,0.965925826,-0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,71.121
2022-04-02 12:00:00+00:00,C,2,8,4,7,-1.799999952,55,3.599999905,0.0,205.5200043,0.866025404,-0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,57,338,0,167.6898
2022-04-02 13:00:00+00:00,A,2,9,4,7,-1.100000024,52,4.099999905,0.0,387.1199951,0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,67.3764
2022-04-02 16:00:00+00:00,C,2,12,4,7,3.099999905,42,3.099999905,0.0,764.4888306,1.22e-16,-1.0,0.866025404,-0.5,-2.45e-16,1.0,1,0,57,338,0,123.603
2022-04-02 19:00:00+00:00,A,2,15,4,7,7.300000191,32,4.099999905,0.0,673.5998535,-0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,44.9856
2022-04-02 22:00:00+00:00,C,2,18,4,7,6.800000191,34,3.099999905,0.0,191.6634979,-1.0,-1.84e-16,0.866025404,-0.5,-2.45e-16,1.0,1,0,57,338,0,100.9626
2022-04-03 00:00:00+00:00,A,2,20,4,7,3.400000095,52,1.5,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,60.0918
2022-04-03 01:00:00+00:00,C,2,21,4,7,2.0,58,1.5,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,57,338,0,96.4212
2022-04-03 02:00:00+00:00,A,2,22,4,7,1.299999952,64,1.5,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,59.3358
2022-04-03 03:00:00+00:00,A,2,23,4,7,1.0,62,1.0,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,174,0,41.5014
2022-04-03 06:00:00+00:00,A,3,2,4,1,-0.200000003,72,2.0,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,29.214
2022-04-03 09:00:00+00:00,C,3,5,4,1,0.300000012,67,1.5,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,93.0642
2022-04-03 13:00:00+00:00,A,3,9,4,1,3.0,62,1.5,0.0,86.66999817,0.707106781,-0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,62.4906
2022-04-03 13:00:00+00:00,C,3,9,4,1,3.0,62,1.5,0.0,86.66999817,0.707106781,-0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,132.9714
2022-04-03 14:00:00+00:00,C,3,10,4,1,3.900000095,53,2.599999905,0.0,100.1600037,0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,146.5932
2022-04-03 16:00:00+00:00,A,3,12,4,1,3.5,52,3.099999905,0.0,113.9100037,1.22e-16,-1.0,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,73.6188
2022-04-03 17:00:00+00:00,A,3,13,4,1,3.299999952,57,3.099999905,0.0,115.4300003,-0.258819045,-0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,62.6526
2022-04-03 18:00:00+00:00,A,3,14,4,1,2.900000095,69,4.099999905,0.0,113.6100006,-0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,71.4306
2022-04-03 18:00:00+00:00,C,3,14,4,1,2.900000095,69,4.099999905,0.0,113.6100006,-0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,165.2322
2022-04-03 19:00:00+00:00,C,3,15,4,1,3.900000095,62,2.599999905,0.0,108.3300018,-0.707106781,-0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,163.233
2022-04-03 20:00:00+00:00,C,3,16,4,1,4.099999905,62,2.599999905,0.0,99.16999817,-0.866025404,-0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,164.8608
2022-04-03 21:00:00+00:00,C,3,17,4,1,3.599999905,67,3.099999905,0.0,85.20999908,-0.965925826,-0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,160.0518
2022-04-03 22:00:00+00:00,C,3,18,4,1,2.5,72,2.599999905,0.0,64.18000031,-1.0,-1.84e-16,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,174.9486
2022-04-04 02:00:00+00:00,A,3,22,4,1,1.200000048,91,2.599999905,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,56.1042
2022-04-04 02:00:00+00:00,C,3,22,4,1,1.200000048,91,2.599999905,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,57,338,0,125.6982
2022-04-04 04:00:00+00:00,C,4,0,4,2,0.699999988,91,2.099999905,0.0,0.0,0.0,1.0,0.866025404,-0.5,0.974927912,-0.222520934,0,0,57,339,0,89.5266
2022-04-04 07:00:00+00:00,C,4,3,4,2,-0.800000012,94,0.5,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,0.974927912,-0.222520934,0,0,57,339,0,86.688
2022-04-04 08:00:00+00:00,A,4,4,4,2,-2.099999905,93,1.5,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,33.792
2022-04-04 10:00:00+00:00,A,4,6,4,2,1.0,69,3.599999905,0.0,0.0,1.0,6.12e-17,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,86.0892
2022-04-04 12:00:00+00:00,A,4,8,4,2,2.5,63,3.599999905,0.0,216.5700073,0.866025404,-0.5,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,81.4716
2022-04-04 15:00:00+00:00,A,4,11,4,2,7.0,41,3.599999905,0.0,692.9858398,0.258819045,-0.965925826,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,51.5358
2022-04-04 18:00:00+00:00,A,4,14,4,2,10.30000019,35,3.099999905,0.0,735.4556274,-0.5,-0.866025404,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,39.627
2022-04-04 21:00:00+00:00,C,4,17,4,2,10.19999981,32,3.099999905,0.0,85.55000305,-0.965925826,-0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,57,339,0,132.9216
2022-04-04 23:00:00+00:00,A,4,19,4,2,7.800000191,40,3.099999905,0.0,29.04999924,-0.965925826,0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,53.0862
2022-04-04 23:00:00+00:00,C,4,19,4,2,7.800000191,40,3.099999905,0.0,29.04999924,-0.965925826,0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,57,339,0,147.5964
2022-04-05 02:00:00+00:00,A,4,22,4,2,4.400000095,49,2.099999905,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.974927912,-0.222520934,0,0,26,173,0,50.1354
2022-04-05 02:00:00+00:00,C,4,22,4,2,4.400000095,49,2.099999905,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.974927912,-0.222520934,0,0,57,339,0,92.2338
2022-04-05 06:00:00+00:00,A,5,2,4,3,-0.699999988,80,0.5,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,25.7742
2022-04-05 09:00:00+00:00,A,5,5,4,3,-1.299999952,83,0.5,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,51.1476
2022-04-05 10:00:00+00:00,A,5,6,4,3,-2.5,90,1.200000048,0.0,0.0,1.0,6.12e-17,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,67.8084
2022-04-05 11:00:00+00:00,C,5,7,4,3,-2.5,88,0.5,0.0,52.24559021,0.965925826,-0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,172.3656
2022-04-05 13:00:00+00:00,A,5,9,4,3,3.799999952,38,2.599999905,0.0,404.1600037,0.707106781,-0.707106781,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,57.279
2022-04-05 15:00:00+00:00,C,5,11,4,3,6.5,36,1.5,0.0,698.210022,0.258819045,-0.965925826,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,121.3722
2022-04-05 15:00:00+00:00,A,5,11,4,3,6.5,36,1.5,0.0,698.210022,0.258819045,-0.965925826,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,40.2282
2022-04-05 16:00:00+00:00,A,5,12,4,3,7.599999905,29,1.5,0.0,779.4699707,1.22e-16,-1.0,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,35.577
2022-04-05 17:00:00+00:00,A,5,13,4,3,9.100000381,28,1.5,0.0,805.25,-0.258819045,-0.965925826,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,39.21
2022-04-05 19:00:00+00:00,C,5,15,4,3,10.69999981,26,2.099999905,0.0,686.3200073,-0.707106781,-0.707106781,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,79.3608
2022-04-05 20:00:00+00:00,C,5,16,4,3,10.89999962,26,2.099999905,0.0,552.5800171,-0.866025404,-0.5,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,81.5232
2022-04-05 21:00:00+00:00,A,5,17,4,3,12.10000038,26,1.5,0.0,385.1199341,-0.965925826,-0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,54.2634
2022-04-05 22:00:00+00:00,C,5,18,4,3,11.80000019,27,2.599999905,0.0,202.8399963,-1.0,-1.84e-16,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,110.2728
2022-04-05 22:00:00+00:00,A,5,18,4,3,11.80000019,27,2.599999905,0.0,202.8399963,-1.0,-1.84e-16,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,52.473
2022-04-06 00:00:00+00:00,A,5,20,4,3,6.599999905,48,1.0,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,53.4552
2022-04-06 02:00:00+00:00,A,5,22,4,3,2.700000048,66,0.5,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.433883739,-0.900968868,0,0,26,173,0,45.786
2022-04-06 03:00:00+00:00,C,5,23,4,3,2.099999905,72,1.5,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,0.433883739,-0.900968868,0,0,57,340,0,60.7194
2022-04-06 04:00:00+00:00,A,6,0,4,4,2.599999905,60,2.599999905,0.0,0.0,0.0,1.0,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,23.5266
2022-04-06 06:00:00+00:00,A,6,2,4,4,1.700000048,56,2.099999905,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,18.9858
2022-04-06 07:00:00+00:00,C,6,3,4,4,0.5,63,2.599999905,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,61.473
2022-04-06 08:00:00+00:00,A,6,4,4,4,1.100000024,60,2.099999905,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,24.7974
2022-04-06 10:00:00+00:00,A,6,6,4,4,0.600000024,58,2.599999905,0.0,0.0,1.0,6.12e-17,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,55.242
2022-04-06 13:00:00+00:00,A,6,9,4,4,3.900000095,51,2.599999905,0.0,262.5375366,0.707106781,-0.707106781,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,53.0484
2022-04-06 15:00:00+00:00,A,6,11,4,4,7.5,41,3.099999905,0.0,703.3699951,0.258819045,-0.965925826,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,40.6842
2022-04-06 18:00:00+00:00,C,6,14,4,4,11.69999981,27,4.099999905,0.0,777.539978,-0.5,-0.866025404,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,67.8186
2022-04-06 19:00:00+00:00,A,6,15,4,4,11.69999981,27,3.599999905,0.0,690.4400024,-0.707106781,-0.707106781,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,26,173,0,30.3654
2022-04-06 20:00:00+00:00,C,6,16,4,4,11.69999981,27,4.599999905,0.0,556.5699463,-0.866025404,-0.5,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,69.8358
2022-04-06 22:00:00+00:00,C,6,18,4,4,10.19999981,29,3.599999905,0.0,200.766922,-1.0,-1.84e-16,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,111.1488
2022-04-07 00:00:00+00:00,C,6,20,4,4,8.100000381,35,3.099999905,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,112.683
2022-04-07 01:00:00+00:00,C,6,21,4,4,7.400000095,36,2.599999905,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,57,340,0,107.985
2022-04-07 04:00:00+00:00,A,7,0,4,5,4.199999809,48,2.599999905,0.0,0.0,0.0,1.0,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,29.7522
2022-04-07 05:00:00+00:00,A,7,1,4,5,3.799999952,50,2.599999905,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,20.478
2022-04-07 05:00:00+00:00,C,7,1,4,5,3.799999952,50,2.599999905,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,59.4156
2022-04-07 08:00:00+00:00,C,7,4,4,5,4.099999905,52,2.099999905,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,65.0682
2022-04-07 10:00:00+00:00,A,7,6,4,5,2.200000048,81,2.099999905,0.0,0.0,1.0,6.12e-17,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,56.592
2022-04-07 12:00:00+00:00,A,7,8,4,5,2.400000095,85,2.099999905,0.0,69.23000336,0.866025404,-0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,62.2062
2022-04-07 13:00:00+00:00,C,7,9,4,5,3.400000095,89,3.099999905,0.0,88.58000183,0.707106781,-0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,123.939
2022-04-07 14:00:00+00:00,A,7,10,4,5,3.5,95,3.599999905,0.0,101.5800018,0.5,-0.866025404,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,52.521
2022-04-07 15:00:00+00:00,C,7,11,4,5,4.300000191,89,3.099999905,0.0,110.0899963,0.258819045,-0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,107.6724
2022-04-07 17:00:00+00:00,C,7,13,4,5,4.099999905,90,3.099999905,0.0,116.3000031,-0.258819045,-0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,98.202
2022-04-07 19:00:00+00:00,A,7,15,4,5,5.300000191,95,3.099999905,0.0,109.2200012,-0.707106781,-0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,49.9416
2022-04-07 19:00:00+00:00,C,7,15,4,5,5.300000191,95,3.099999905,0.0,109.2200012,-0.707106781,-0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,104.3616
2022-04-07 20:00:00+00:00,A,7,16,4,5,6.5,91,3.599999905,0.0,100.2099991,-0.866025404,-0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,55.0212
2022-04-07 21:00:00+00:00,A,7,17,4,5,6.400000095,92,3.599999905,0.0,86.55000305,-0.965925826,-0.258819045,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,52.6782
2022-04-07 22:00:00+00:00,C,7,18,4,5,6.0,94,4.099999905,0.0,66.19000244,-1.0,-1.84e-16,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,131.9364
2022-04-08 00:00:00+00:00,C,7,20,4,5,4.5,92,4.099999905,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,121.2744
2022-04-08 01:00:00+00:00,A,7,21,4,5,3.5,86,3.599999905,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,26,173,0,52.2624
2022-04-08 03:00:00+00:00,C,7,23,4,5,2.599999905,93,4.099999905,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,57,340,0,95.0676
2022-04-08 07:00:00+00:00,A,8,3,4,6,1.700000048,94,5.099999905,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,28.9608
2022-04-08 07:00:00+00:00,C,8,3,4,6,1.700000048,94,5.099999905,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,81.7962
2022-04-08 08:00:00+00:00,A,8,4,4,6,1.600000024,93,6.699999809,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,29.5824
2022-04-08 09:00:00+00:00,C,8,5,4,6,1.700000048,93,6.199999809,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,117.3936
2022-04-08 11:00:00+00:00,A,8,7,4,6,0.899999976,95,4.599999905,0.5,38.95999908,0.965925826,-0.258819045,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,78.8526
2022-04-08 12:00:00+00:00,C,8,8,4,6,1.700000048,95,4.599999905,0.0,69.90000153,0.866025404,-0.5,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,159.1644
2022-04-08 13:00:00+00:00,A,8,9,4,6,2.099999905,95,3.099999905,0.0,89.02999878,0.707106781,-0.707106781,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,83.0616
2022-04-08 15:00:00+00:00,A,8,11,4,6,3.400000095,95,2.599999905,0.0,110.3600006,0.258819045,-0.965925826,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,63.2736
2022-04-08 16:00:00+00:00,A,8,12,4,6,4.199999809,93,1.0,0.0,115.1100006,1.22e-16,-1.0,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,56.1336
2022-04-08 16:00:00+00:00,C,8,12,4,6,4.199999809,93,1.0,0.0,115.1100006,1.22e-16,-1.0,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,122.373
2022-04-08 17:00:00+00:00,C,8,13,4,6,4.699999809,94,1.0,0.0,116.5100021,-0.258819045,-0.965925826,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,108.7344
2022-04-08 20:00:00+00:00,A,8,16,4,6,5.900000095,82,2.099999905,0.0,100.4499969,-0.866025404,-0.5,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,47.1684
2022-04-08 22:00:00+00:00,A,8,18,4,6,6.099999905,77,1.0,0.0,197.9986877,-1.0,-1.84e-16,0.866025404,-0.5,-0.781831482,0.623489802,0,0,26,172,0,56.019
2022-04-09 02:00:00+00:00,C,8,22,4,6,1.700000048,95,0.5,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-0.781831482,0.623489802,0,0,58,345,0,101.0634
2022-04-09 04:00:00+00:00,A,9,0,4,7,-0.200000003,90,1.0,0.0,0.0,0.0,1.0,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,39.5928
2022-04-09 05:00:00+00:00,C,9,1,4,7,-0.200000003,90,2.400000095,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,77.172
2022-04-09 05:00:00+00:00,A,9,1,4,7,-0.200000003,90,2.400000095,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,32.1948
2022-04-09 06:00:00+00:00,A,9,2,4,7,0.100000001,97,0.5,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,30.5976
2022-04-09 07:00:00+00:00,C,9,3,4,7,-0.400000006,97,1.5,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,76.2852
2022-04-09 07:00:00+00:00,A,9,3,4,7,-0.400000006,97,1.5,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,30.8208
2022-04-09 08:00:00+00:00,A,9,4,4,7,-1.5,100,0.5,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,30.9168
2022-04-09 08:00:00+00:00,C,9,4,4,7,-1.5,100,0.5,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,77.976
2022-04-09 09:00:00+00:00,C,9,5,4,7,-0.400000006,98,1.5,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,89.6436
2022-04-09 11:00:00+00:00,A,9,7,4,7,-0.100000001,100,1.0,0.0,40.16999817,0.965925826,-0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,58.3944
2022-04-09 13:00:00+00:00,C,9,9,4,7,1.799999952,98,1.0,0.0,89.47000122,0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,144.933
2022-04-09 14:00:00+00:00,C,9,10,4,7,3.0,98,1.5,0.0,102.25,0.5,-0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,161.4612
2022-04-09 14:00:00+00:00,A,9,10,4,7,3.0,98,1.5,0.0,102.25,0.5,-0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,65.2686
2022-04-09 15:00:00+00:00,A,9,11,4,7,4.300000191,91,1.0,0.0,110.6200027,0.258819045,-0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,66.1908
2022-04-09 16:00:00+00:00,A,9,12,4,7,4.300000191,93,2.099999905,0.0,115.3300018,1.22e-16,-1.0,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,65.7336
2022-04-09 18:00:00+00:00,A,9,14,4,7,6.099999905,91,1.0,0.0,114.8499985,-0.5,-0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,51.8646
2022-04-09 19:00:00+00:00,A,9,15,4,7,6.5,87,2.099999905,0.0,109.6399994,-0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,43.3716
2022-04-09 19:00:00+00:00,C,9,15,4,7,6.5,87,2.099999905,0.0,109.6399994,-0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,117.6804
2022-04-09 20:00:00+00:00,A,9,16,4,7,6.599999905,80,1.0,0.0,100.6999969,-0.866025404,-0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,53.4048
2022-04-09 21:00:00+00:00,A,9,17,4,7,6.599999905,83,1.0,0.0,87.19000244,-0.965925826,-0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,58.8264
2022-04-09 23:00:00+00:00,C,9,19,4,7,6.300000191,84,0.5,0.0,34.06000137,-0.965925826,0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,58,345,0,121.344
2022-04-10 01:00:00+00:00,A,9,21,4,7,4.5,94,2.0,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,47.328
2022-04-10 02:00:00+00:00,A,9,22,4,7,4.199999809,95,0.5,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,45.1164
2022-04-10 03:00:00+00:00,A,9,23,4,7,3.0,89,1.0,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,26,173,0,36.711
2022-04-10 04:00:00+00:00,A,10,0,4,1,3.599999905,97,1.0,0.0,0.0,0.0,1.0,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,36.3138
2022-04-10 04:00:00+00:00,C,10,0,4,1,3.599999905,97,1.0,0.0,0.0,0.0,1.0,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,68.9526
2022-04-10 05:00:00+00:00,A,10,1,4,1,2.799999952,97,0.5,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,31.7946
2022-04-10 08:00:00+00:00,A,10,4,4,1,0.100000001,97,1.0,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,26.1114
2022-04-10 09:00:00+00:00,A,10,5,4,1,0.200000003,99,1.0,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,44.1474
2022-04-10 09:00:00+00:00,C,10,5,4,1,0.200000003,99,1.0,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,92.3838
2022-04-10 11:00:00+00:00,A,10,7,4,1,0.5,100,2.0,0.0,41.34000015,0.965925826,-0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,58.1844
2022-04-10 14:00:00+00:00,C,10,10,4,1,5.900000095,73,3.099999905,0.0,102.5699997,0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,120.0954
2022-04-10 17:00:00+00:00,C,10,13,4,1,9.199999809,62,3.599999905,0.0,116.9100037,-0.258819045,-0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,115.254
2022-04-10 18:00:00+00:00,C,10,14,4,1,9.100000381,59,4.099999905,0.0,115.0400009,-0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,100.9278
2022-04-10 18:00:00+00:00,A,10,14,4,1,9.100000381,59,4.099999905,0.0,115.0400009,-0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,54.5106
2022-04-10 20:00:00+00:00,A,10,16,4,1,8.5,53,4.599999905,0.0,292.6390991,-0.866025404,-0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,70.3614
2022-04-10 21:00:00+00:00,C,10,17,4,1,8.399999619,54,3.599999905,0.0,300.6483459,-0.965925826,-0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,58,344,0,138.759
2022-04-10 21:00:00+00:00,A,10,17,4,1,8.399999619,54,3.599999905,0.0,300.6483459,-0.965925826,-0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,64.7346
2022-04-10 22:00:00+00:00,A,10,18,4,1,9.100000381,49,4.099999905,0.0,67.61000061,-1.0,-1.84e-16,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,64.7412
2022-04-11 00:00:00+00:00,A,10,20,4,1,5.800000191,53,4.599999905,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,26,173,0,58.9122
