,horodatage_local,poste,jour,heure,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh,energie_lag1,energie_lag24,degre_jour_chauffage,degre_jour_clim,indice_temp_cons,indice_temp_client,facteur_eolien
597,2024-02-09 13:00:00+00:00,B,9,8,2,6,0.899999976,72,1.669999957,0.0,80.0,0.866025404,-0.5,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,140.48243849070775,113.94651382583118,176.21783411632921,17.100000024,0.0,1169.6400032832,44446.3201247616,1953.298755188424
598,2024-02-09 15:00:00+00:00,B,9,10,2,6,2.900000095,75,0.349999994,0.0,364.0,0.5,-0.866025404,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,145.8380777380134,140.48243849070775,180.9477120638495,15.099999905,0.0,912.0399885240001,34657.51956391201,319.2139905111601
599,2024-02-09 16:00:00+00:00,B,9,11,2,6,3.900000095,74,0.039999999,0.0,138.0,0.258819045,-0.965925826,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,177.71574434237124,145.8380777380134,183.3475207695449,14.099999905,0.0,795.2399892840001,30219.119592792005,31.809598776120016
1787,2024-02-09 16:00:00+00:00,C,9,11,2,6,3.900000095,74,0.039999999,0.0,138.0,0.258819045,-0.965925826,0.866025404,0.5,-0.781831482,0.623489802,0,0,104,659,0,409.0296777818546,378.3141842622132,435.7516938259044,14.099999905,0.0,795.2399892840001,82704.958885536,31.809598776120016
600,2024-02-09 18:00:00+00:00,B,9,13,2,6,5.599999905,73,0.230000004,0.0,457.0,-0.258819045,-0.965925826,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,167.28495346456694,177.71574434237124,185.79224350696296,12.400000095,0.0,615.040009424,23371.520358112,141.45920462768004
601,2024-02-09 19:00:00+00:00,B,9,14,2,6,4.699999809,76,0.059999999,0.0,328.0,-0.5,-0.866025404,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,185.50430656547277,167.28495346456694,191.13678242880871,13.300000190999999,0.0,707.5600203224,26887.280772251197,42.453600511783975
1788,2024-02-09 21:00:00+00:00,C,9,16,2,6,3.299999952,74,2.00999999,0.0,120.0,-0.866025404,-0.5,0.866025404,0.5,-0.781831482,0.623489802,0,0,104,659,0,428.4955420942397,409.0296777818546,435.56452476184387,14.700000048,0.0,864.3600056448,89893.4405870592,1737.363602702448
602,2024-02-09 21:00:00+00:00,B,9,16,2,6,3.299999952,74,2.00999999,0.0,120.0,-0.866025404,-0.5,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,197.27421850130978,185.50430656547277,185.8358532030964,14.700000048,0.0,864.3600056448,32845.6802145024,1737.363602702448
603,2024-02-10 01:00:00+00:00,B,9,20,2,6,4.099999905,78,1.879999995,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,155.6903155269061,197.27421850130978,174.88853959177666,13.900000095,0.0,772.840010564,29367.920401432,1452.9392159961199
604,2024-02-10 04:00:00+00:00,B,9,23,2,6,3.099999905,90,0.970000029,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-0.781831482,0.623489802,0,0,38,258,0,107.16408685683469,155.6903155269061,158.29868799863564,14.900000095,0.0,888.0400113239999,33745.520430312,861.3988367374403
1789,2024-02-10 04:00:00+00:00,C,9,23,2,6,3.099999905,90,0.970000029,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-0.781831482,0.623489802,0,0,104,659,0,355.9959925859151,428.4955420942397,431.992574538296,14.900000095,0.0,888.0400113239999,92356.16117769599,861.3988367374403
1790,2024-02-10 06:00:00+00:00,C,10,1,2,7,1.799999952,98,2.049999952,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,340.8093882231324,355.9959925859151,428.5594523575938,16.200000048,0.0,1049.7600062208,109175.0406469632,2152.0079623641595
1791,2024-02-10 07:00:00+00:00,C,10,2,2,7,3.400000095,95,5.289999962,0.0,0.0,0.5,0.866025404,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,314.1247978808701,340.8093882231324,416.38664164724247,14.599999905,0.0,852.6399889040001,88674.558846016,4510.465508901841
605,2024-02-10 12:00:00+00:00,B,10,7,2,7,2.599999905,93,2.400000095,0.0,0.0,0.965925826,-0.258819045,0.866025404,0.5,-2.45e-16,1.0,1,0,36,251,0,109.62773663447267,107.16408685683469,139.142825030314,15.400000095,0.0,948.6400117039999,34151.040421344,2276.736118210401
1792,2024-02-10 13:00:00+00:00,C,10,8,2,7,3.900000095,92,1.580000043,0.0,97.0,0.866025404,-0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,345.2134721578119,314.1247978808701,391.6549555654184,14.099999905,0.0,795.2399892840001,82704.958885536,1256.4792172640398
606,2024-02-10 13:00:00+00:00,B,10,8,2,7,3.900000095,92,1.580000043,0.0,97.0,0.866025404,-0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,36,251,0,113.30545735674008,109.62773663447267,138.55660486622642,14.099999905,0.0,795.2399892840001,28628.639614224005,1256.4792172640398
607,2024-02-10 14:00:00+00:00,B,10,9,2,7,5.099999905,92,2.039999962,0.0,179.0,0.707106781,-0.707106781,0.866025404,0.5,-2.45e-16,1.0,1,0,36,251,0,120.14161076282407,113.30545735674008,144.3028866826059,12.900000095,0.0,665.640009804,23963.040352944,1357.9055947058396
608,2024-02-10 18:00:00+00:00,B,10,13,2,7,7.0,82,4.199999809,0.0,175.0,-0.258819045,-0.965925826,0.866025404,0.5,-2.45e-16,1.0,1,0,38,258,0,159.30722043267488,120.14161076282407,151.07173628381025,11.0,0.0,484.0,18392.0,2032.799907556
1793,2024-02-10 21:00:00+00:00,C,10,16,2,7,5.699999809,73,4.199999809,0.0,104.0,-0.866025404,-0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,385.73055138735117,345.2134721578119,389.04391143492876,12.300000190999999,0.0,605.1600187944,62936.641954617604,2541.6719633509165
1794,2024-02-10 22:00:00+00:00,C,10,17,2,7,4.699999809,74,3.220000029,0.0,24.0,-0.965925826,-0.258819045,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,397.2600186024282,385.73055138735117,389.76032589290094,13.300000190999999,0.0,707.5600203224,73586.2421135296,2278.3432859573686
609,2024-02-11 00:00:00+00:00,B,10,19,2,7,3.599999905,81,2.359999895,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,-2.45e-16,1.0,1,0,38,258,0,164.06694793783973,159.30722043267488,162.54966919132775,14.400000095,0.0,829.4400109439999,31518.720415871998,1957.4783387366388
1795,2024-02-11 00:00:00+00:00,C,10,19,2,7,3.599999905,81,2.359999895,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,383.29478937786223,397.2600186024282,385.6392462583128,14.400000095,0.0,829.4400109439999,86261.76113817599,1957.4783387366388
1796,2024-02-11 01:00:00+00:00,C,10,20,2,7,4.099999905,80,2.529999971,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,356.8191896828847,383.29478937786223,370.4449590649119,13.900000095,0.0,772.840010564,80375.361098656,1955.2852043145597
610,2024-02-11 01:00:00+00:00,B,10,20,2,7,4.099999905,80,2.529999971,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,-2.45e-16,1.0,1,0,38,258,0,149.5742109998547,164.06694793783973,164.90750681631874,13.900000095,0.0,772.840010564,29367.920401432,1955.2852043145597
611,2024-02-11 03:00:00+00:00,B,10,22,2,7,4.099999905,81,3.299999952,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,-2.45e-16,1.0,1,0,38,258,0,116.60692085700894,149.5742109998547,161.9824299242706,13.900000095,0.0,772.840010564,29367.920401432,2550.3719977648793
1797,2024-02-11 03:00:00+00:00,C,10,22,2,7,4.099999905,81,3.299999952,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,-2.45e-16,1.0,1,0,104,659,0,318.68372129692574,356.8191896828847,359.33876845635905,13.900000095,0.0,772.840010564,80375.361098656,2550.3719977648793
612,2024-02-11 04:00:00+00:00,B,10,23,2,7,3.799999952,80,2.690000057,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,-2.45e-16,1.0,1,0,38,258,0,99.98814273898442,116.60692085700894,155.88234065721457,14.200000048,0.0,806.5600054527999,30649.280207206397,2169.646460641952
1798,2024-02-11 08:00:00+00:00,C,11,3,2,1,2.700000048,84,3.99000001,0.0,0.0,0.707106781,0.707106781,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,290.4034760204772,318.68372129692574,356.3279824743015,15.299999952,0.0,936.3599941248001,97381.43938897921,3736.0763859215526
1799,2024-02-11 10:00:00+00:00,C,11,5,2,1,2.5,83,4.659999847,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,299.681473509265,290.4034760204772,355.41293469732483,15.5,0.0,961.0,99944.0,4478.259852967
613,2024-02-11 10:00:00+00:00,B,11,5,2,1,2.5,83,4.659999847,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,0.781831482,0.623489802,1,0,38,258,0,83.6750068826397,99.98814273898442,136.39229686866395,15.5,0.0,961.0,36518.0,4478.259852967
1800,2024-02-11 16:00:00+00:00,C,11,11,2,1,2.799999952,75,4.389999866,0.0,140.0,0.258819045,-0.965925826,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,369.925988625487,299.681473509265,364.9057083213721,15.200000048,0.0,924.1600058368,96112.6406070272,4057.062301786111
614,2024-02-11 20:00:00+00:00,B,11,15,2,1,2.799999952,77,5.239999771,0.0,106.0,-0.707106781,-0.707106781,0.866025404,0.5,0.781831482,0.623489802,1,0,38,258,0,168.23598304881517,83.6750068826397,134.70879738793653,15.200000048,0.0,924.1600058368,35118.0802217984,4842.598218952191
615,2024-02-11 21:00:00+00:00,B,11,16,2,1,2.599999905,76,5.510000229,0.0,100.0,-0.866025404,-0.5,0.866025404,0.5,0.781831482,0.623489802,1,0,38,258,0,175.0135400585946,168.23598304881517,138.63287375498936,15.400000095,0.0,948.6400117039999,36048.320444752,5227.006681727602
1801,2024-02-11 23:00:00+00:00,C,11,18,2,1,2.0,79,4.840000153,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,390.33346518274766,369.925988625487,363.6342907495616,16.0,0.0,1024.0,106496.0,4956.160156672
1802,2024-02-12 03:00:00+00:00,C,11,22,2,1,2.0,78,3.430000067,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,337.2153945507562,390.33346518274766,361.4203918874146,16.0,0.0,1024.0,106496.0,3512.320068608
616,2024-02-12 04:00:00+00:00,B,11,23,2,1,1.700000048,78,2.920000076,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,0.781831482,0.623489802,1,0,38,258,0,103.8587243219175,175.0135400585946,138.03379843969728,16.299999952,0.0,1062.7599937408002,40384.879762150405,3103.259262492896
1803,2024-02-12 04:00:00+00:00,C,11,23,2,1,1.700000048,78,2.920000076,0.0,0.0,-0.258819045,0.965925826,0.866025404,0.5,0.781831482,0.623489802,1,0,104,659,0,319.6049742583775,337.2153945507562,355.8360601245518,16.299999952,0.0,1062.7599937408002,110527.03934904322,3103.259262492896
1804,2024-02-12 06:00:00+00:00,C,12,1,2,2,1.5,81,2.599999905,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,294.2719756220815,319.6049742583775,343.85114624855225,16.5,0.0,1089.0,113256.0,2831.3998965449996
1805,2024-02-12 08:00:00+00:00,C,12,3,2,2,1.100000024,84,3.460000038,0.0,0.0,0.707106781,0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,283.9723017286964,294.2719756220815,329.44978123034815,16.899999976,0.0,1142.4399967552001,118813.75966254082,3952.8424321857124
1806,2024-02-12 09:00:00+00:00,C,12,4,2,2,1.100000024,82,3.059999943,0.0,0.0,0.866025404,0.5,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,287.9058218129703,283.9723017286964,330.163207399729,16.899999976,0.0,1142.4399967552001,118813.75966254082,3495.866324951832
617,2024-02-12 09:00:00+00:00,B,12,4,2,2,1.100000024,82,3.059999943,0.0,0.0,0.866025404,0.5,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,78.45016563893819,103.8587243219175,131.80677336537465,16.899999976,0.0,1142.4399967552001,43412.71987669761,3495.866324951832
1807,2024-02-12 10:00:00+00:00,C,12,5,2,2,0.800000012,85,2.99000001,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,298.5957996846456,287.9058218129703,330.89560522176805,17.199999988,0.0,1183.3599983487998,123069.43982827518,3538.2464068965114
618,2024-02-12 10:00:00+00:00,B,12,5,2,2,0.800000012,85,2.99000001,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,82.74772514010371,78.45016563893819,127.07300196182331,17.199999988,0.0,1183.3599983487998,44967.67993725439,3538.2464068965114
619,2024-02-12 11:00:00+00:00,B,12,6,2,2,1.0,84,2.660000086,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,91.9468052167149,82.74772514010371,123.85559139966749,17.0,0.0,1156.0,43928.0,3074.960099416
1808,2024-02-12 12:00:00+00:00,C,12,7,2,2,1.200000048,85,3.029999971,0.0,0.0,0.965925826,-0.258819045,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,322.3656789863091,298.5957996846456,335.74189084432976,16.799999952,0.0,1128.9599935488,117411.8393290752,3420.748747713024
1809,2024-02-12 14:00:00+00:00,C,12,9,2,2,1.100000024,84,3.50999999,0.0,99.0,0.707106781,-0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,347.64744393264453,322.3656789863091,341.8071098584511,16.899999976,0.0,1142.4399967552001,118813.75966254082,4009.9643771863525
620,2024-02-12 15:00:00+00:00,B,12,10,2,2,1.200000048,85,2.99000001,0.0,137.0,0.5,-0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,136.63252399264323,91.9468052167149,125.20261622101857,16.799999952,0.0,1128.9599935488,42900.4797548544,3375.590392000512
621,2024-02-12 16:00:00+00:00,B,12,11,2,2,1.100000024,83,2.940000057,0.0,337.0,0.258819045,-0.965925826,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,138.81193875329456,136.63252399264323,130.00217471638317,16.899999976,0.0,1142.4399967552001,43412.71987669761,3358.7736555793686
622,2024-02-12 19:00:00+00:00,B,12,14,2,2,1.200000048,82,3.519999981,0.0,223.0,-0.5,-0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,167.39467284653983,138.81193875329456,129.0906602262904,16.799999952,0.0,1128.9599935488,42900.4797548544,3973.939155841536
1810,2024-02-12 19:00:00+00:00,C,12,14,2,2,1.200000048,82,3.519999981,0.0,223.0,-0.5,-0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,385.8226494869955,347.64744393264453,343.0040700047881,16.799999952,0.0,1128.9599935488,117411.8393290752,3973.939155841536
623,2024-02-12 23:00:00+00:00,B,12,18,2,2,0.400000006,85,3.059999943,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,166.4362204751202,167.39467284653983,123.1346898399262,17.599999994,0.0,1239.0399991552001,47083.519967897606,3791.4623267896322
624,2024-02-13 00:00:00+00:00,B,12,19,2,2,0.600000024,87,1.269999981,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,151.20758209469705,166.4362204751202,117.26162065884527,17.399999976,0.0,1211.0399966592,46019.5198730496,1538.020772747424
1811,2024-02-13 02:00:00+00:00,C,12,21,2,2,-0.699999988,92,1.139999986,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,347.73180040889713,385.8226494869955,316.65689274858266,18.699999988,0.0,1398.7599982047998,145471.03981329917,1594.5863783708319
625,2024-02-13 02:00:00+00:00,B,12,21,2,2,-0.699999988,92,1.139999986,0.0,0.0,-0.707106781,0.707106781,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,120.48824198160484,151.20758209469705,107.98296464095529,18.699999988,0.0,1398.7599982047998,53152.879931782394,1594.5863783708319
626,2024-02-13 03:00:00+00:00,B,12,22,2,2,-1.600000024,91,0.790000021,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,38,258,0,106.20017641234016,120.48824198160484,107.82588760921433,19.600000024,0.0,1536.6400037632,58392.3201430016,1213.945635242368
1812,2024-02-13 03:00:00+00:00,C,12,22,2,2,-1.600000024,91,0.790000021,0.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.974927912,-0.222520934,0,0,104,659,0,334.3631284470569,347.73180040889713,311.95572982180454,19.600000024,0.0,1536.6400037632,159810.5603913728,1213.945635242368
1813,2024-02-13 08:00:00+00:00,C,13,3,2,3,-4.099999905,94,0.540000021,0.0,0.0,0.707106781,0.707106781,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,320.39574909866775,334.3631284470569,306.9474048841715,22.099999905,0.0,1953.6399832040001,203178.558253216,1054.9656319565997
627,2024-02-13 10:00:00+00:00,B,13,5,2,3,-5.400000095,92,2.319999933,0.0,0.0,0.965925826,0.258819045,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,109.73557734204817,106.20017641234016,119.89397130230688,23.400000095,0.0,2190.240017784,83229.120675792,5081.356694512799
628,2024-02-13 11:00:00+00:00,B,13,6,2,3,-6.0,97,2.769999981,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,1,129.74554919318768,109.73557734204817,130.42737421085192,24.0,0.0,2304.0,87552.0,6382.079956223999
1814,2024-02-13 11:00:00+00:00,C,13,6,2,3,-6.0,97,2.769999981,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,1,360.4682990304681,320.39574909866775,311.26283742326746,24.0,0.0,2304.0,239616.0,6382.079956223999
1815,2024-02-13 12:00:00+00:00,C,13,7,2,3,-6.599999905,97,0.949999988,0.0,0.0,0.965925826,-0.258819045,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,1,380.3239324492308,360.4682990304681,314.72937213421403,24.599999905,0.0,2420.6399813040002,251746.558055616,2299.6079531911205
1816,2024-02-13 13:00:00+00:00,C,13,8,2,3,-5.800000191,97,2.670000076,0.0,92.0,0.866025404,-0.5,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,1,385.823563285167,380.3239324492308,320.37158992902914,23.800000191,0.0,2265.7600363664,235639.0437821056,6049.579469296051
629,2024-02-13 16:00:00+00:00,B,13,11,2,3,-2.700000048,96,2.579999924,0.0,103.0,0.258819045,-0.965925826,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,178.39698819338756,129.74554919318768,134.79349089923147,20.700000048,0.0,1713.9600079488,65130.4803020544,4422.016690246944
1817,2024-02-13 20:00:00+00:00,C,13,15,2,3,0.5,81,1.230000019,0.0,104.0,-0.707106781,-0.707106781,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,404.0925091456347,385.823563285167,331.69335035257586,17.5,0.0,1225.0,127400.0,1506.750023275
1818,2024-02-13 21:00:00+00:00,C,13,16,2,3,0.5,77,1.159999967,0.0,153.0,-0.866025404,-0.5,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,400.5494249408049,404.0925091456347,337.9024430067803,17.5,0.0,1225.0,127400.0,1420.999959575
630,2024-02-13 22:00:00+00:00,B,13,17,2,3,0.400000006,69,0.610000014,0.0,36.0,-0.965925826,-0.258819045,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,188.80217182297403,178.39698819338756,143.16493188435675,17.599999994,0.0,1239.0399991552001,47083.519967897606,755.814416831232
1819,2024-02-13 22:00:00+00:00,C,13,17,2,3,0.400000006,69,0.610000014,0.0,36.0,-0.965925826,-0.258819045,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,405.96934580252355,400.5494249408049,342.7956891976573,17.599999994,0.0,1239.0399991552001,128860.1599121408,755.814416831232
1820,2024-02-13 23:00:00+00:00,C,13,18,2,3,-0.200000003,80,1.129999995,0.0,0.0,-1.0,-1.84e-16,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,405.36189764031417,405.96934580252355,347.6769543186796,18.200000003,0.0,1324.9600004367999,137795.84004542718,1497.2047938687838
1821,2024-02-14 00:00:00+00:00,C,13,19,2,3,-0.300000012,74,1.649999976,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,392.6154988186305,405.36189764031417,347.4239041156567,18.300000012,0.0,1339.5600017568001,139314.2401827072,2210.27397074928
1822,2024-02-14 01:00:00+00:00,C,13,20,2,3,-0.200000003,71,2.069999933,0.0,0.0,-0.866025404,0.5,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,376.0753231902911,392.6154988186305,347.3681042652496,18.200000003,0.0,1324.9600004367999,137795.84004542718,2742.667112131856
1823,2024-02-14 02:00:00+00:00,C,13,21,2,3,-1.0,76,4.400000095,4.25,0.0,-0.707106781,0.707106781,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,365.4273250532274,376.0753231902911,347.2850545352405,19.0,0.0,1444.0,150176.0,6353.60013718
631,2024-02-14 02:00:00+00:00,B,13,21,2,3,-1.0,76,4.400000095,4.25,0.0,-0.707106781,0.707106781,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,144.46870464296083,188.80217182297403,144.2684573759958,19.0,0.0,1444.0,54872.0,6353.60013718
632,2024-02-14 03:00:00+00:00,B,13,22,2,3,-3.0,86,6.670000076,25.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,136.52391343346403,144.46870464296083,142.2083657635435,21.0,0.0,1764.0,67032.0,11765.880134064
1824,2024-02-14 03:00:00+00:00,C,13,22,2,3,-3.0,86,6.670000076,25.0,0.0,-0.5,0.866025404,0.866025404,0.5,0.433883739,-0.900968868,0,0,104,659,0,370.4613634913861,365.4273250532274,348.84399385169803,21.0,0.0,1764.0,183456.0,11765.880134064
633,2024-02-14 04:00:00+00:00,B,13,23,2,3,-5.099999905,82,7.289999962,12.5,0.0,-0.258819045,0.965925826,0.866025404,0.5,0.433883739,-0.900968868,0,0,38,258,0,136.31420172502283,136.52391343346403,140.13087696526034,23.099999905,0.0,2134.439982444,81108.719332872,15560.067390908041
634,2024-02-14 06:00:00+00:00,B,14,1,2,4,-7.900000095,67,6.940000057,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,135.51786351239502,136.31420172502283,133.23686973840114,25.900000095,0.0,2683.240019684,101963.120747992,18621.685889551638
1825,2024-02-14 06:00:00+00:00,C,14,1,2,4,-7.900000095,67,6.940000057,0.0,0.0,0.258819045,0.965925826,0.866025404,0.5,-0.433883739,-0.900968868,0,0,104,659,0,405.18058678323416,370.4613634913861,361.235395274271,25.900000095,0.0,2683.240019684,279056.962047136,18621.685889551638
635,2024-02-14 09:00:00+00:00,B,14,4,2,4,-9.399999619,68,4.300000191,0.0,0.0,0.866025404,0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,137.2270737237862,135.51786351239502,131.38212899340897,27.399999619,0.0,3003.0399164848004,114115.51682642242,12913.072214465265
1826,2024-02-14 09:00:00+00:00,C,14,4,2,4,-9.399999619,68,4.300000191,0.0,0.0,0.866025404,0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,654,0,423.8422615500442,405.18058678323416,376.8984515600656,27.399999619,0.0,3003.0399164848004,309313.11139793444,12913.072214465265
636,2024-02-14 11:00:00+00:00,B,14,6,2,4,-10.0,75,4.78000021,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,162.2050260879682,137.2270737237862,132.07456346910394,28.0,0.0,3136.0,119168.0,14990.08065856
1827,2024-02-14 11:00:00+00:00,C,14,6,2,4,-10.0,75,4.78000021,0.0,0.0,1.0,6.12e-17,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,654,0,454.64753351480874,423.8422615500442,389.36237878851733,28.0,0.0,3136.0,323008.0,14990.08065856
1828,2024-02-14 12:00:00+00:00,C,14,7,2,4,-10.30000019,67,4.840000153,0.0,0.0,0.965925826,-0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,654,0,474.651991045682,454.64753351480874,391.3980129738372,28.30000019,0.0,3203.560043016,329966.684430648,15505.231098342127
1829,2024-02-14 13:00:00+00:00,C,14,8,2,4,-10.10000038,69,5.130000114,0.0,97.0,0.866025404,-0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,104,659,0,482.32077973121375,474.651991045682,394.5977389367581,28.10000038,0.0,3158.4400854240007,328477.76888409606,16202.797998287295
637,2024-02-14 13:00:00+00:00,B,14,8,2,4,-10.10000038,69,5.130000114,0.0,97.0,0.866025404,-0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,189.31893377441315,162.2050260879682,140.27832137636202,28.10000038,0.0,3158.4400854240007,120020.72324611203,16202.797998287295
638,2024-02-14 15:00:00+00:00,B,14,10,2,4,-9.0,66,5.96999979,0.0,373.0,0.5,-0.866025404,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,194.95338319461445,189.31893377441315,145.76717931080483,27.0,0.0,2916.0,110808.0,17408.51938764
639,2024-02-14 17:00:00+00:00,B,14,12,2,4,-7.599999905,59,6.070000172,0.0,429.0,1.22e-16,-1.0,0.866025404,0.5,-0.433883739,-0.900968868,0,0,38,258,0,208.0471941991046,194.95338319461445,155.0562399703128,25.599999905,0.0,2621.4399805440003,99614.719260672,15912.141132789759
1830,2024-02-14 18:00:00+00:00,C,14,13,2,4,-6.599999905,56,7.559999943,0.0,356.0,-0.258819045,-0.965925826,0.866025404,0.5,-0.433883739,-0.900968868,0,0,104,659,0,486.5041168884222,482.32077973121375,395.5614706371064,24.599999905,0.0,2420.6399813040002,251746.558055616,18300.038120681762
1831,2024-02-14 19:00:00+00:00,C,14,14,2,4,-5.5,61,7.480000019,0.0,397.0,-0.5,-0.866025404,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,649,0,472.93027666018304,486.5041168884222,395.4332150947018,23.5,0.0,2209.0,227527.0,16523.320041971
1832,2024-02-14 21:00:00+00:00,C,14,16,2,4,-4.400000095,48,6.880000114,0.0,158.0,-0.866025404,-0.5,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,649,0,475.5353681463012,472.93027666018304,392.52538679678094,22.400000095,0.0,2007.040017024,206725.121753472,13808.435545927683
1833,2024-02-15 00:00:00+00:00,C,14,19,2,4,-5.599999905,64,4.730000019,0.0,0.0,-0.965925826,0.258819045,0.866025404,0.5,-0.433883739,-0.900968868,0,0,103,649,0,468.4389350164016,475.5353681463012,391.1259165029608,23.599999905,0.0,2227.839982064,229467.51815259203,10537.683157491681
